-2.366200256347656250e+02,5.163748550415039062e+01,-3.876844024658203125e+01,-1.516583061218261719e+01,-5.020320892333984375e+01,-2.386558151245117188e+01,-4.640863418579101562e+01,-2.041180801391601562e+01,-2.847701644897460938e+01,-1.174124526977539062e+01,-2.660814285278320312e+01,-2.116393804550170898e+00,-2.036380767822265625e+01,-1.924988746643066406e+01,-2.083538818359375000e+01,-1.266857242584228516e+01,-9.368063926696777344e+00,-6.705163955688476562e+00,-1.148360633850097656e+01,3.934147834777832031e+00
-2.172457885742187500e+02,7.263521575927734375e+01,3.962937593460083008e+00,2.617783737182617188e+01,-2.786139297485351562e+01,-1.222264528274536133e+00,-3.443756866455078125e+01,1.226898574829101562e+01,-5.593822598457336426e-01,-1.177393436431884766e+01,6.949483871459960938e+00,-7.713846206665039062e+00,-1.310458564758300781e+01,-1.993010282516479492e+00,-8.567804336547851562e+00,-6.689297676086425781e+00,-9.947536468505859375e+00,-1.714739561080932617e+00,-9.280035018920898438e+00,-5.511019706726074219e+00
-3.337334594726562500e+02,1.195171279907226562e+02,-1.882238197326660156e+01,-3.672188186645507812e+01,-2.604815673828125000e+01,-2.163709449768066406e+01,-2.777029991149902344e+01,-3.101770591735839844e+01,-1.545937824249267578e+01,2.388402223587036133e+00,-2.983075618743896484e+00,-2.391513347625732422e+00,-2.049924087524414062e+01,-1.059416198730468750e+01,-1.776863861083984375e+01,-3.289555072784423828e+00,-1.058344078063964844e+01,-6.538362979888916016e+00,-8.716505050659179688e+00,-6.784702301025390625e+00
-2.189732360839843750e+02,-2.559058427810668945e+00,3.699033737182617188e+00,4.626445770263671875e+00,-4.172220230102539062e+01,-3.480007171630859375e+01,-4.232869338989257812e+01,-2.701935958862304688e+01,-4.404041290283203125e+01,-6.612374782562255859e+00,-3.116775894165039062e+01,-1.600069701671600342e-01,-1.897462463378906250e+01,-4.376327037811279297e+00,-2.523180580139160156e+01,-7.992054939270019531e+00,-2.037153816223144531e+01,4.404882431030273438e+00,-1.263326168060302734e+01,3.094825744628906250e-01
-2.616610717773437500e+02,8.174808502197265625e+01,5.637734413146972656e+00,3.601529693603515625e+01,-3.140052795410156250e+01,4.470723152160644531e+00,-3.412306976318359375e+01,1.861297249794006348e+00,-1.940339058637619019e-01,-2.091713905334472656e+01,-4.280835628509521484e+00,-1.661845016479492188e+01,-1.184311580657958984e+01,-7.852901458740234375e+00,-1.576374530792236328e+01,-7.049748420715332031e+00,-1.043477821350097656e+01,-1.392346382141113281e+01,-1.274287033081054688e+01,-1.235682296752929688e+01
-2.536874084472656250e+02,5.245563888549804688e+01,6.257326507568359375e+01,1.465842628479003906e+01,1.481015443801879883e+00,-2.474319458007812500e+01,-1.950388908386230469e+01,-1.931697273254394531e+01,-1.423308563232421875e+01,-9.199681282043457031e+00,4.698876440525054932e-01,1.314731597900390625e+00,-9.094257652759552002e-02,4.375500604510307312e-02,-5.460745334625244141e+00,-3.691524505615234375e+00,-6.830226778984069824e-01,-3.052807152271270752e-01,3.537380933761596680e+00,-2.812654733657836914e+00
-2.702606201171875000e+02,5.388882064819335938e+01,-1.409010314941406250e+01,-3.871628189086914062e+01,-2.988444328308105469e+01,-2.863908386230468750e+01,-4.701869201660156250e+01,-3.148293113708496094e+01,-4.933248519897460938e+01,-1.592234325408935547e+01,-3.587255096435546875e+01,-5.884746551513671875e+00,-1.035349178314208984e+01,-7.503283023834228516e+00,-1.760815238952636719e+01,-1.911888694763183594e+01,-1.698031806945800781e+01,8.780584335327148438e-01,-3.894896268844604492e+00,-6.038561344146728516e+00
-2.676694030761718750e+02,1.065508193969726562e+02,1.054588556289672852e+00,-1.945999336242675781e+01,-3.766003799438476562e+01,1.863121986389160156e+01,-2.169902610778808594e+01,7.265175819396972656e+00,-9.169715881347656250e+00,6.296127438545227051e-01,6.018719077110290527e-01,-4.276474952697753906e+00,-1.679781913757324219e+01,-3.889461040496826172e+00,-1.372715759277343750e+01,-5.594099760055541992e-01,-9.817286491394042969e+00,-5.113862037658691406e+00,-3.365596294403076172e+00,-9.119205474853515625e+00
-2.066684875488281250e+02,4.789421463012695312e+01,2.796364402770996094e+01,8.085955381393432617e-01,-2.236729049682617188e+01,-1.593639659881591797e+01,-6.661967754364013672e+00,-8.497223854064941406e+00,3.510439634323120117e+00,-3.452823877334594727e+00,-8.206711769104003906e+00,-4.587770938873291016e+00,-3.933909654617309570e+00,-1.923990607261657715e+00,-5.021951198577880859e+00,-1.098687767982482910e+00,-8.256016731262207031e+00,1.996385216712951660e+00,-4.206314086914062500e+00,3.388797760009765625e+00
-4.367310791015625000e+02,5.950154113769531250e+01,6.446634292602539062e+00,2.087356185913085938e+01,-1.266044330596923828e+01,-2.061824417114257812e+01,-9.527211189270019531e-01,-1.437773227691650391e+01,-1.323197841644287109e+01,-7.258302688598632812e+00,-1.103425502777099609e+01,-2.103927850723266602e+00,-5.992198944091796875e+00,-2.627797603607177734e+00,-8.696399688720703125e+00,-7.859331130981445312e+00,-1.130642223358154297e+01,2.009499788284301758e+00,-6.721568107604980469e+00,-2.281746149063110352e+00
-2.999555969238281250e+02,6.134990310668945312e+01,-2.628358650207519531e+01,-1.785120010375976562e+01,-5.079982280731201172e+00,1.591753482818603516e+00,-2.860987854003906250e+01,1.851554870605468750e+00,-1.330363082885742188e+01,-4.261548995971679688e+00,-1.662931251525878906e+01,-7.150395870208740234e+00,-1.234206485748291016e+01,-5.405256271362304688e+00,-1.024743556976318359e+01,-3.840420484542846680e+00,-8.588498115539550781e+00,-1.926943778991699219e+00,-8.782840728759765625e+00,1.642879128456115723e+00
-2.117984313964843750e+02,3.288369750976562500e+01,3.755768585205078125e+01,5.306133270263671875e+00,-6.111307144165039062e+00,-2.150665283203125000e+01,-8.642887115478515625e+00,-8.907398223876953125e+00,-1.142543506622314453e+01,-7.614997029304504395e-01,4.917093276977539062e+00,1.221348643302917480e-01,-5.633809089660644531e+00,3.024210453033447266e+00,-4.464661598205566406e+00,-4.792397499084472656e+00,-5.370573997497558594e+00,4.912807941436767578e-01,-4.635782241821289062e+00,-5.238878726959228516e-02
-4.047172241210937500e+02,9.759906768798828125e+01,-1.930298423767089844e+01,-1.861344909667968750e+01,-6.697113990783691406e+00,-6.117462635040283203e+00,-1.556272888183593750e+01,-1.962012100219726562e+01,-8.396615982055664062e+00,5.185632780194282532e-02,-8.963094711303710938e+00,-4.639034748077392578e+00,-1.050176906585693359e+01,-5.923102855682373047e+00,-1.904756546020507812e+01,-5.493855476379394531e+00,-6.018803596496582031e+00,-9.054059982299804688e+00,-8.479386329650878906e+00,-4.482550621032714844e+00
-2.879119567871093750e+02,6.325699615478515625e+01,2.167364120483398438e+01,4.156068801879882812e+01,-3.141747665405273438e+01,5.553436465561389923e-03,-1.568086719512939453e+01,4.509542465209960938e+00,-5.284314155578613281e+00,8.947780728340148926e-01,-4.226084709167480469e+00,3.424230098724365234e+00,-4.949607372283935547e+00,-1.161474466323852539e+00,-9.728725433349609375e+00,-2.991801023483276367e+00,-7.960673332214355469e+00,-5.170145034790039062e-01,-9.840635299682617188e+00,-6.189438819885253906e+00
-1.419709625244140625e+02,7.632043457031250000e+01,-3.069787788391113281e+01,-1.756547164916992188e+01,-4.266101074218750000e+01,-2.435662460327148438e+01,-1.706371307373046875e+01,-3.374486207962036133e+00,-1.106977844238281250e+01,-2.498233032226562500e+01,-6.006306648254394531e+00,-1.580640316009521484e+01,-1.061878013610839844e+01,-7.187572479248046875e+00,-1.545246028900146484e+01,2.149730473756790161e-01,-1.368767547607421875e+01,-1.584943199157714844e+01,-1.037050533294677734e+01,-1.195836734771728516e+01
-2.372982177734375000e+02,5.259626388549804688e+00,-2.772460365295410156e+01,7.711890935897827148e-01,-4.145199584960937500e+01,-3.640848922729492188e+01,-1.972711753845214844e+01,-1.403417396545410156e+01,-3.649850082397460938e+01,-8.457477569580078125e+00,-3.478454589843750000e+01,-1.691058731079101562e+01,-2.215765380859375000e+01,-1.508283710479736328e+01,-6.310627460479736328e+00,-1.084234809875488281e+01,-1.827023315429687500e+01,9.641464948654174805e-01,-1.761875152587890625e+01,1.501145362854003906e+00
-3.875593566894531250e+02,6.283280563354492188e+01,-1.085818958282470703e+01,1.009999561309814453e+01,-3.037176132202148438e+01,-1.835379028320312500e+01,-5.518044471740722656e+00,2.858565807342529297e+00,-1.089794731140136719e+01,1.281898379325866699e+00,-5.959353923797607422e+00,-2.160578536987304688e+01,-1.794472312927246094e+01,-1.034239864349365234e+01,-7.497750759124755859e+00,-4.790763854980468750e+00,-9.889555931091308594e+00,2.928489446640014648e+00,-7.360377788543701172e+00,1.239214777946472168e+00
-1.854479675292968750e+02,6.040517044067382812e+01,-9.763723373413085938e+00,2.415946274995803833e-01,2.244865655899047852e+00,-2.759101676940917969e+01,-8.134125709533691406e+00,1.910310745239257812e+00,-1.164522838592529297e+01,-7.197588443756103516e+00,-1.723778963088989258e+00,2.407596588134765625e+00,-6.153786659240722656e+00,-8.771226882934570312e+00,-1.151356315612792969e+01,-5.371646881103515625e+00,-7.350849509239196777e-01,3.824789524078369141e+00,-3.434831142425537109e+00,1.485056161880493164e+00
-2.391088104248046875e+02,4.779769897460937500e+01,5.002679443359375000e+01,1.691779708862304688e+01,2.909741401672363281e+00,-2.492068481445312500e+01,-1.064204883575439453e+01,-2.696051597595214844e+01,-1.776272964477539062e+01,-2.657403945922851562e+00,3.154136657714843750e+00,4.964134216308593750e+00,2.939224958419799805e+00,-6.835840344429016113e-01,-2.535944581031799316e-01,-4.727261066436767578e+00,-6.174958705902099609e+00,-3.412681102752685547e+00,-4.148253440856933594e+00,-3.143818855285644531e+00
-3.491938781738281250e+02,6.439903259277343750e+01,6.234477996826171875e+00,2.357287216186523438e+01,-2.280854415893554688e+01,-1.312737751007080078e+01,-2.523314857482910156e+01,-1.671046257019042969e+01,-2.529251098632812500e+01,3.583952784538269043e-01,-7.954257011413574219e+00,2.933979034423828125e-01,-3.735217571258544922e+00,2.063158416748046875e+01,-6.870661735534667969e+00,5.351964950561523438e+00,-6.677650451660156250e+00,-1.249050903320312500e+01,-9.835363388061523438e+00,-9.271357536315917969e+00
-1.716452178955078125e+02,8.187261962890625000e+01,-1.180623531341552734e+01,-1.430451774597167969e+01,-4.298978424072265625e+01,-3.613405609130859375e+01,-2.888695907592773438e+01,-2.757327854633331299e-01,-1.329211902618408203e+01,-2.025746345520019531e+01,1.530461978912353516e+01,-2.113647079467773438e+01,-1.513788700103759766e+01,-1.473239326477050781e+01,-7.370072364807128906e+00,-6.102104663848876953e+00,-2.076141166687011719e+01,-4.421541213989257812e+00,-1.451987552642822266e+01,-1.132899761199951172e+01
-2.268748474121093750e+02,3.407083129882812500e+01,2.241384124755859375e+01,2.208477210998535156e+01,-3.472717285156250000e+01,-2.676333665847778320e+00,-1.590645980834960938e+01,-1.060485839843750000e-02,-6.836759567260742188e+00,4.825777374207973480e-03,2.551661491394042969e+00,-2.984583377838134766e+00,-1.642888307571411133e+00,-2.376776456832885742e+00,-5.669516086578369141e+00,-8.888553977012634277e-01,-3.966430187225341797e+00,-4.619607448577880859e+00,-1.396407008171081543e+00,1.545039057731628418e+00
-2.313804931640625000e+02,6.001886749267578125e+01,5.143891906738281250e+01,1.784918594360351562e+01,-3.477076530456542969e+00,-3.155389404296875000e+01,-1.522454071044921875e+01,-1.842452239990234375e+01,-1.676089477539062500e+01,-6.005928516387939453e+00,1.939943313598632812e+00,4.809815406799316406e+00,1.491877555847167969e+00,-2.940011978149414062e+00,-3.190085887908935547e+00,-4.883423805236816406e+00,9.613876342773437500e-01,7.530864477157592773e-01,-3.224899768829345703e+00,-5.338965058326721191e-01
-1.546382904052734375e+02,7.535542297363281250e+01,-9.572252273559570312e+00,-3.802695465087890625e+01,2.536716699600219727e+00,-1.915974426269531250e+01,-1.476933574676513672e+01,-4.003703594207763672e+00,-7.190949440002441406e+00,4.446357727050781250e+00,-5.894623756408691406e+00,-1.963911414146423340e+00,-5.124745845794677734e+00,-3.707490444183349609e+00,-8.696786880493164062e+00,-7.946546077728271484e+00,-3.686110377311706543e-01,-3.297047853469848633e+00,2.611352682113647461e+00,5.883298516273498535e-01
