-1.734839900851619543e+00,1.744894686304369724e+00
2.550341920660053940e+00,-8.160200135084552109e-01
-1.694997046046204936e-01,-1.491804591517078560e+00
-1.930240011904287512e+00,-1.377693867630515268e+00
1.263005208369562427e+00,1.884285459245784500e+00
1.524684681676329978e+00,2.273941514761536276e+00
2.667589006360434833e+00,1.019192051321188286e+00
2.205718535417197645e-01,-2.464934090835926850e-01
-1.982386600298707169e+00,-1.461616447117802142e+00
-1.778603783943256966e-01,-6.594602928721245982e-01
2.203986541269414179e+00,2.866553882268536579e-01
1.580272255735100551e+00,-3.023808180870620199e-01
8.227450505463328456e-01,-1.443634294930950857e+00
4.178235859634845673e-01,1.732642485362697160e+00
9.822248880927421100e-01,2.151015181410324217e+00
7.045369507411964882e-01,1.584322371255048267e+00
-8.583437701459956104e-01,2.420234994285488828e+00
-1.885037059017214967e+00,-2.956040532478464988e-01
-7.137141447569519404e-01,3.252551650066149991e-01
-6.803440971871715925e-01,2.567288548601332820e+00
-1.223680808719085800e+00,-1.036547249143500382e+00
1.262818030633740429e+00,1.516638565347619538e+00
-6.500430350861436946e-01,2.397173127150625582e+00
-1.154978140961255173e+00,1.287684320103374969e+00
-6.866195021768933815e-01,1.944853839001676465e-01
4.021568804313540024e-01,-1.789848950788038850e+00
9.066150406511085391e-01,2.770936017361989023e+00
-2.393644298270790394e+00,-2.146544875905489480e-01
-2.055401902263887415e+00,-1.348567891570481514e+00
2.284606174919921795e+00,6.863774531965062264e-01
-1.044179868802252997e+00,-8.370290629500510837e-01
9.291719320885498679e-01,1.703421350558737224e+00
2.385555076080516201e+00,1.033240129038911714e+00
9.063347041940420512e-01,-3.015186262106049897e-01
1.544625912870494222e+00,-3.388300076681557971e-01
5.657318907924187013e-01,-1.472012025743376196e+00
-6.634342137133591999e-01,1.856885939530236840e+00
2.428389281862851856e+00,1.710626833711340833e+00
-3.129955908579033497e-01,-7.138323894710223438e-01
-2.009661329469049296e+00,7.934546554542662999e-01
9.149725819741658661e-01,8.815369035641235085e-01
-2.954330471712734774e+00,8.955653296832676025e-02
9.863369682910317904e-01,2.164969457743780579e-01
1.604819118761287466e+00,-1.028087845134143086e+00
-1.420917164441198033e-01,2.573086630416749010e+00
-1.315419830805154788e+00,-2.147244867492188458e+00
-7.374927514520795979e-01,1.805730371235149789e+00
-1.751968994137517832e+00,-2.220859184082563109e-01
-1.810806974952271275e+00,-5.472563443579612219e-01
6.137891606755655483e-01,1.414831875052628973e+00
1.334662084956132588e+00,-2.582122525012079950e-01
3.278893560625029124e-01,-2.059088596493829026e+00
1.443628431215516095e+00,-5.768368549206037699e-01
1.269865359620212741e+00,-9.872167707813105375e-01
-1.985578010258572279e+00,-1.402955643079503600e+00
2.603803075483499541e+00,-1.391777830475000366e+00
1.979719907176020977e+00,1.230221075321562108e+00
2.771085991238033119e-01,7.848732559313890134e-01
7.916960621645252605e-01,2.312355289305406125e-01
-1.333888247308731900e+00,2.604525125872609426e+00
-1.251643927720220928e+00,1.053092869108466223e+00
-1.217385356314801270e-01,9.020989988269479953e-01
1.102427250430677130e+00,-2.043539929108627362e+00
-1.472598721614518658e+00,1.855880386692978501e+00
-4.666196287792211406e-01,2.370402814524597446e+00
-1.495839363437853953e+00,-4.111968500702649632e-01
2.334130130334403364e-01,2.855074837494217532e-01
9.492925403123440020e-01,-2.789978852607593041e+00
1.340815566534669712e+00,6.784180331906243255e-01
2.458257040043022368e+00,-2.029997969256232271e-01
3.513258498815405861e-01,-2.497246278626399363e+00
7.420129994927836536e-01,2.222494873402207638e+00
